"filename", "language", "Dart", "comment", "blank", "total"
"/Users/stai/Documents/dev/mimikami/lib/design_layer_widget.dart", "Dart", 22, 0, 4, 26
"/Users/stai/Documents/dev/mimikami/lib/main.dart", "Dart", 13, 0, 5, 18
"/Users/stai/Documents/dev/mimikami/lib/routing_layer_widget.dart", "Dart", 36, 10, 5, 51
"Total", "-", 71, 10, 14, 95
